"CATEGORY","RAWTEXT"
"1","Undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters ."
"3","How anyone over the age of 2 can stomach the touchy-feely message this preachy produce promotes is beyond us ."
"1","The sort of movie that gives tastelessness a bad rap ."
"1","The cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama ."
"2","The plot is straight off the shelf , the performances are television - caliber and the message of providing solace through deception is a little creepy ."
"1","ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance"
"3","A whimsical if predictable time-travel fable marred by a willful single-mindedness ."
"2","Those who managed to avoid the Deconstructionist theorizing of French philosopher Jacques Derrida in college can now take an 85-minute brush-up course with the documentary Derrida ."
"3","Or , you can do something fun tonight ."
"2","Jolie 's performance vanishes somewhere between her hair and her lips ."
"1","As with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure ."
"2","Static , repetitive , muddy and blurry , Hey Arnold !"
"1","would seem to have a lock on the title of ugliest movie of the year ."
"3","For all of the contemporary post-colonialist consciousness that Kapur tries to bring to The Four Feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear ."
"2","When it comes to entertainment , children deserve better than Pokemon 4Ever ."
"3","What The Four Feathers lacks is genuine sweep or feeling or even a character worth caring about ."
"2","While Benigni ( who stars and co-wrote ) seems to be having a wonderful time , he might be alone in that ."
"3","Yes , 4Ever is harmless in the extreme and it 'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to Spirited Away ?"
"2","Preposterous and tedious , Sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure ."
"1","Calling this movie brainless would be paying it a compliment : it 's more like entertainment for trolls ."
"2","None of these characters resembles anyone you 've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter ."
"1","... just a big mess of a movie , full of images and events , but no tension or surprise ."
"1","As elegantly crafted as it often is , Anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame ."
"1","Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings ."
"1","... has virtually no script at all ..."
"2","Will only satisfy those who ca n't tell the difference between the good , the bad and the ugly ."
"3","This kind of dark comedy requires a delicate , surgical touch ."
"3","But director Danny DeVito and screenwriter Adam Resnick ( remember Cabin Boy ? )"
"3","just pound away ."
"2","At times , however , Dogtown and Z-Boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about ."
"4","Rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation ."
"2","Screenwriters Scott Abbott and Michael Petroni have turned Rice 's complex Akasha into a cartoon monster ."
"2","The writers , director Wally Wolodarsky , and all the actors should start their own coeducational fraternity : Kappa Rho Alpha Phi ."
"1","Bad beyond belief and ridiculous beyond description ."
"3","The new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted ."
"2","Most of the action setups are incoherent ."
"2","Liman , of Swingers and Go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase ."
"2","... surprisingly inert for a movie in which the main character travels back and forth between epochs ."
"2","The problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of Schwarzenegger outrunning a fireball ."
"2","Dreary , highly annoying ... ` Some Body ' will appeal to No One ."
"3","There 's something deeply creepy about Never Again , a new arrow in Schaeffer 's quiver of ineptitudes ."
"2","The problem with concept films is that if the concept is a poor one , there 's no saving the movie ."
"2","Sorry , Charlie"
"2","A painfully leaden film destined for pre-dawn cable television slots ."
"2","Blessed with immense physical prowess he may well be , but Ahola is simply not an actor ."
"2","And in truth , cruel as it may sound , he makes Arnold Schwarzenegger look like Spencer Tracy ."
"1","The cartoon that is n't really good enough to be on afternoon TV is now a movie that is n't really good enough to be in theaters ."
"2","Shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption ."
"2","This pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life ."
"2","All ends well , sort of , but the frenzied comic moments never click ."
"1","If this is the Danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps ."
"1","Formula 51 is so trite that even Yu 's high-energy action stylings ca n't break through the stupor ."
"3","Only a few minutes elapse before the daddy of all slashers arrives , still with the boiler suit and white mask , which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry ."
"2","When the painted backdrops in a movie are more alive than its characters , you know you 're in trouble ."
"2","( Two ) fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now ."
"2","The film is really not so much bad as bland ."
"2","The central story lacks punch ."
"2","Though Ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention ."
"1","This may be the dumbest , sketchiest movie on record about an aspiring writer 's coming-of-age ."
"2","Succumbs to the same kind of maudlin , sentimental mysticism that mars the Touched by an Angel school of non-God spiritual-uplift movies ."
"4","A harmless and mildly amusing family comedy ."
"2","What was subtle and mystifying in the novella is now broad and farcical ."
"2","The kids often appear to be reading the lines and are incapable of conveying any emotion ."
"4","`` Men in Black II , '' has all the earmarks of a sequel ."
"3","The story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?"
"2","Sucking all the ` classic ' out of Robert Louis Stevenson 's Treasure Island and filling the void with sci-fi video game graphics and Disney-fied adolescent angst ..."
"3","This 72-minute film does have some exciting scenes , but it 's a tad slow ."
"2","While Super Troopers is above Academy standards , its quintet of writers could still use some more schooling ."
"2","A mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original ."
"2","The low-budget Full Frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and Solaris is its big-budget brother ."
"2","The plot is very clever , but Boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of ."
"3","The film seems all but destined to pop up on a television screen in the background of a scene in a future Quentin Tarantino picture"
"1","A free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments ."
"1","Apallingly absurd ... the chemistry or lack thereof between Newton and Wahlberg could turn an Imax theater into a 9 '' black and white portable TV ."
"2","A well acted and well intentioned snoozer ."
"1","The smug , oily demeanor that Donovan adopts throughout the stupidly named Pipe Dream is just repulsive ."
"5","Must-see viewing for anyone involved in the high-tech industry ."
"1","Others may find it migraine-inducing , despite Moore 's attempts at whimsy and spoon feeding ."
"3","Despite its good nature and some genuinely funny moments , Super Troopers suffers from a bad case of arrested development ."
"1","It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story ."
"1","I watched the brainless insanity of No Such Thing with mounting disbelief ."
"1","This limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's Tootsie , forgetting only to retain a single laugh ."
"2","Kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action ."
"3","While obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut ."
"2","Any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes ."
"2","Like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it ."
"4","I loved looking at this movie ."
"2","I just did n't care as much for the story ."
"3","Has all the poignancy of a Hallmark card and all the comedy of a Gallagher stand-up act ."
"2","It does n't do the original any particular dishonor , but neither does it exude any charm or personality ."
"1","fear dot com is so rambling and disconnected it never builds any suspense ."
"3","A gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising ."
"1","A semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer had anything to do with it ."
"1","It feels like a community theater production of a great Broadway play : Even at its best , it will never hold a candle to the original ."
"3","The film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other ."
"3","The element of surprise might be the only thing Femme Fatale has going for it ."
"2","It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it ."
"2","Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this ."
"2","A graceless , witless attempt at mating Some Like It Hot with the WWII espionage thriller ."
"2","The story and characters are nowhere near gripping enough ."
"2","Based on a David Leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness ."
"3","Just like every other Seagal movie , only louder and without that silly ponytail ."
"3","To enjoy this movie 's sharp dialogue and delightful performance by Jolie and Burns , you have to gloss over the no sense ending ."
"1","National Lampoon 's Van Wilder could be the worst thing to come out of National Lampoon since Class Reunion"
"2","This is a great subject for a movie , but Hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director John Woo has built his career on ."
"1","Ecks this one off your must-see list ."
"2","Overall , the film misses the brilliance of Jelinek 's novel by some way ."
"2","It settles for being merely grim ."
"1","The Irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted ."
"3","It 's not thirsty , consuming passion which drives this movie ."
"1","No , it 's the repetition of said behavior , and so Children of the Century is more mindless love than mad , more grating and boring than anything else ."
"2","Just because it really happened to you , honey , does n't mean that it 's interesting to anyone else ."
"3","Just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half ."
"3","Every so often a movie comes along that confirms one 's worse fears about civilization as we know it ."
"3","The New Guy is one of them ."
"1","This is n't a `` Friday '' worth waiting for ."
"3","Everything that 's worthwhile about Collision Course can already be seen on television ."
"3","If this movie belonged to a sorority , it would be called Beta Alpha Delta ."
"3","Not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey ."
"2","Uneasy mishmash of styles and genres ."
"2","Herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among Germany and Eastern European Jews might have changed 20th-Century history is undermined by Ahola 's inadequate performance ."
"2","All in all , there 's only one thing to root for : expulsion for everyone ."
"2","Beyond a handful of mildly amusing lines ... there just is n't much to laugh at ."
"3","Secret Ballot is too contemplative to be really funny ."
"2","The film 's center will not hold ."
"2","Myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another ."
"2","Too lazy to take advantage of its semi-humorous premise ."
"2","A great ending does n't make up for a weak movie , and Crazy as Hell does n't even have a great ending ."
"2","Dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter ."
"2","Its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops ."
"2","As an actor , The Rock is aptly named ."
"2","A mostly tired retread of several other mob tales ."
"1","I wish I could say `` Thank God It 's Friday '' , but the truth of the matter is I was glad when it was over ."
"2","Nothing about it fits ."
"2","As it abruptly crosscuts among the five friends , it fails to lend the characters ' individual stories enough dramatic resonance to make us care about them ."
"2","Somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become G.I. Jane ."
"2","The cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct ."
"2","Consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept ."
"2","The movie quickly drags on becoming boring and predictable ."
"2","I tried to read the time on my watch ."
"1","The film makes a tragic error by going on for too long , trying to mirror every subsequent event in Chinese history : war , revolution , Communism , etc. ."
"3","Johnson has , in his first film , set himself a task he is not nearly up to ."
"2","Ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` What 's the point ? '"
"2","The two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect ."
"2","The film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing ."
"1","The movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel ."
"2","Once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care ."
"2","There 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought ."
"3","It seems just a long , convoluted ploy to get men into drag -- period drag , no less ."
"2","The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover ."
"1","Even by dumb action-movie standards , Ballistic : Ecks vs. Sever is a dumb action movie ."
"2","The film equivalent of a toy chest whose contents get scattered over the course of 80 minutes ."
"2","Just a bloody mess ."
"2","Creepy but ultimately unsatisfying thriller ."
"2","You would be better off investing in the worthy EMI recording that serves as the soundtrack , or the home video of the 1992 Malfitano-Domingo production ."
"3","Has something to say ... but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller ."
"2","Bears is bad ."
"2","Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad ."
"3","As is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious ."
"2","George , hire a real director and good writers for the next installment , please ."
"2","For a film about two mismatched buddies , Crystal and De Niro share little screen time and even less chemistry ."
"3","However clever Nelson has been in providing variation within the confines of her structure and staging , the question remains whether this should , indeed , have been presented as a theatrical release ."
"2","Extreme Oops - oops , ops , no matter how you spell it , it 's still a mistake to go see it ."
"2","What could and should have been biting and droll is instead a tepid waste of time and talent ."
"1","What will , most likely , turn out to be the most repellent movie of 2002 ."
"2","... too dull to enjoy ."
"3","A morality tale whose thought-provoking potential is hampered by a made-for-TV look , rigid performances and an asinine ` twist ' that brazenly rips off The Sixth Sense ."
"2","Here 's a self-congratulatory 3D IMAX rah-rah ."
"5","Eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work ."
"2","But even a hero can stumble sometimes ."
"2","A sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about ."
"4","It 's all very cute , though not terribly funny if you 're more than six years old ."
"2","The impact of the Armenian genocide is diluted by too much stage business in the modern day ."
"2","Going to the website may be just as fun ( and scary ) as going to the film ."
"1","Lacking gravitas , MacDowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel ."
"1","Leave these Flowers unpicked -- they 're dead on the vine ."
"3","Admirable , certainly , but not much fun to watch ."
"2","For Caine Lovers only ."
"2","A shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional ."
"1","De Niro may enjoy the same free ride from critics afforded to Clint Eastwood in the lazy Bloodwork ."
"1","But like Bruce Springsteen 's gone-to-pot Asbury Park , New Jersey , this sad-sack waste of a movie is a City of ruins ."
"2","No , it 's not nearly as good as any of its influences ."
"3","A reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided ."
"3","The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates ."
"2","Human Nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal ."
"4","City by the Sea is the cinematic equivalent of defensive driving : It 's careful , conscientious and makes no major mistakes ."
"2","But what saves lives on the freeway does not necessarily make for persuasive viewing ."
"3","The Marquis de Sade could n't have been as dull a person as this film makes him out to be ."
"2","What could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama ."
"3","The cast is uniformly excellent ... but the film itself is merely mildly charming ."
"3","Drives for the same kind of bittersweet , conciliatory tone that Three Seasons achieved but loses its way in rhetorical excess and blatant sentimentality ."
"2","A bigger holiday downer than your end-of-year 401 ( k ) statement ."
"2","The whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit ."
"2","Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters ."
"2","And forget about any attempt at a plot !"
"3","It will probably prove interesting to Ram Dass fans , but to others it may feel like a parody of the mellow , peace-and-love side of the '60s counterculture ."
"3","Take away all the cliches and the carbon copy scenes from every drug movie we 've seen and all you have left are John Leguizamo 's cool jackets ."
"1","It 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time ."
"2","Showtime is closer to Slowtime ."
"2","It may be an easy swipe to take , but this Barbershop just does n't make the cut ."
"1","The Weight of Water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat ."
"3","` How many more voyages can this limping but dearly-loved franchise survive ? '"
"2","Despite a blue-chip cast and a provocative title , writer-director Peter Mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy ."
"3","Fans of the TV series will be disappointed , and everyone else will be slightly bored ."
"1","The only element of suspense is whether the movie will change titles or distributors again before the closing credits roll ."
"2","Barely goes beyond comic book status ."
"2","It 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script ."
"1","I Spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations ."
"2","It 's as flat as an open can of pop left sitting in the sun ."
"4","An eccentric little comic\/thriller deeply in love with its own quirky personality ."
"1","Afraid to pitch into farce , yet only half-hearted in its spy mechanics , All the Queen 's Men is finally just one long drag ."
"2","Maybe it 's the star power of the cast or the redundant messages , but something aboul `` Full Frontal '' seems , well , contrived ."
"3","( Morgan ) , Judd and Franklin ca n't save the script , rooted in a novel by Joseph Finder , from some opportunism ."
"3","Passably entertaining but also mechanical and joyless ."
"2","Safe Conduct , however ambitious and well-intentioned , fails to hit the entertainment bull 's - eye ."
"2","My response to the film is best described as lukewarm ."
"2","Maybe I found the proceedings a little bit too conventional ."
"2","Too timid to bring a sense of closure to an ugly chapter of the twentieth century ."
"2","It 's push-the-limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed ."
"3","It 's too long , too repetitive , and takes way too many years to resolve to be a total winner ."
"3","A sudsy cautionary tale ."
"2","A movie that tries to fuse the two ` woods ' but winds up a Bolly-Holly masala mess ."
"4","Mr. Wedge and Mr. Saldanha handle the mix of verbal jokes and slapstick well ."
"2","Their film falters , however , in its adherence to the Disney philosophy of required poignancy , a salute that I 'd hoped the movie would avoid ."
"2","Leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness ."
"1","Watching it is rather like an overlong visit from a large group of your relatives ."
"2","As your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart ."
"2","Unfortunately , as a writer , Mr. Montias is n't nearly as good to his crew as he is as a director or actor ."
"2","On the right track to something that 's creepy and effective ... It 's just going to take more than a man in a Bullwinkle costume to get there ."
"2","The only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team ."
"2","One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating ."
"2","... this movie has a glossy coat of action movie excess while remaining heartless at its core ."
"1","Murder By Numbers is like a couple of mediocre TV-movie - of-the-week films clumsily stuck together ."
"4","The film is surprisingly well-directed by Brett Ratner , who keeps things moving well -- at least until the problematic third act ."
"2","Warmed-over Tarantino by way of wannabe Elmore Leonard ."
"2","( Sen 's ) soap opera-ish approach undermines his good intentions ."
"1","Showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome ."
"2","Sushi for the connoisseurs of the macabre ."
"1","Do n't waste your money ."
"3","Though certainly original in form , Altar Boys requires a taste for Swamp Thing-type animation , doubled with a deafening score ."
"3","There are n't many laughs in this interesting study of the cultural mores of Georgian Jews in Tel Aviv ."
"2","There 's not enough to sustain the comedy ."
"2","Like those to Rome , all roads in The Banger Sisters inevitably lead to a joke about Hawn 's breasts , which constantly threaten to upstage the woman sporting them ."
"3","We may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the Balkans conflict ."
"1","You 're better off staying home and watching The X-Files ."
"2","Chaotic , self-indulgent and remarkably ugly to look at , it 's ... like a series of pretentiously awful student films strung together into one feature-length horror ."
"3","Bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences ."
"2","This is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another ."
"2","Friday After Next has the same problem that Next Friday did -- it 's called Where 's Chris Tucker When You Need Him ?"
"3","This film is full of rabbits ."
"3","Brimful ."
"2","But like most rabbits , it seems to lack substance ."
"2","I weep for the future when a good portion of the respected critical community in this country consider Blue Crush to be an intelligent film about young women ."
"2","I kept wishing I was watching a documentary about the wartime Navajos and what they accomplished instead of all this specious Hollywood hoo-ha ."
"2","No number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story ."
"1","A movie far more cynical and lazy than anything a fictitious Charlie Kaufman might object to ."
"1","Could The Country Bears really be as bad as its trailers ?"
"3","In a word -- yes ."
"1","If High Crimes were any more generic it would have a universal product code instead of a title ."
"2","Reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film ."
"1","The movie makes absolutely no sense ."
"1","Its underlying mythology is a hodgepodge of inconsistencies that pose the question : Since when did dumb entertainment have to be this dumb ?"
"2","The problem with this film is that it 's forced to make its characters idiots in order to advance the plot ."
"1","Had anyone here done anything remotely intelligent , we all could have stopped watching long ago ."
"2","Despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style ."
"2","Murder and mayhem of this sort quickly becomes monotonous ."
"3","The journey toward redemption feels more like a cinematic experiment than a full-blown movie ."
"4","That Zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered ."
"3","The Gantzes ' interviews tend to let the guys off the hook ."
"2","The streets , shot by cinematographer Michael Ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them ."
"3","This is a good movie in spurts , but when it does n't work , it 's at important times ."
"3","Parker probably thinks he 's shaking up a classic the way Kenneth Branagh and Baz Luhrmann have , but this half-hearted messing-about just makes us miss Wilde 's still-contemporary play ."
"2","Flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising ."
"2","A TV episode inflated past its natural length ."
"2","Involving at times , but lapses quite casually into the absurd ."
"1","All these developments and challenges facing Santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility ."
"2","There are weird resonances between actor and role here , and they 're not exactly flattering ."
"1","The unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession ."
"1","The story ... is moldy and obvious ."
"1","It 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff ."
"1","Suffocated at conception by its Munchausen-by-proxy mum ."
"2","Punish the vehicle to adore the star ."
"2","Even if Britney Spears is really cute , her movie is really bad ."
"2","Big Fat Liar is just futile silliness looking to tap into the kiddie sensibilities ."
"2","Usually when I get this much syrup , I like pancakes to go with it ."
"2","All the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure ."
"2","Glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism ."
"1","Gangs of New York is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up ."
"1","An overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences ."
"1","Without a strong script and energetic acting , Dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos ."
"3","A mild , reluctant , thumbs down ."
"2","Strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and B-film thuggery ."
"2","Schindler 's List it ai n't ."
"3","A cinematic sleeping pill of impressive potency ."
"1","It 's an awfully derivative story ."
"1","The movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks ."
"3","It 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable ."
"1","About as cutting-edge as Pet Rock : The Movie ."
"2","With generic sets and B-grade special effects , Jason is about as convincing on the sci-fi front as TV 's defunct Cleopatra 2525 ."
"2","Not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed ."
"2","Winds up feeling like lots of other quirky movies that try to score hipness points with young adults ."
"2","Oft-described as the antidote to American Pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough"
"3","The pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie 's final scenes ."
"2","The premise is overshadowed by the uberviolence of the Clericks as this becomes just another kung-fu sci-fi movie with silly action sequences ."
"2","With its hints of a greater intelligence lurking somewhere , The Ring makes its stupidity more than obvious ."
"1","It 's painful ."
"3","Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back ."
"2","An uneven film dealing with too many problems to be taken seriously ."
"3","Sheridan ... smoothes over sources of conflict that could have lent the film a bit more depth ."
"1","An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding ."
"2","Half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial ."
"2","Writer\/director John McKay ignites some charming chemistry between Kate and Jed but , when he veers into sodden melodrama , punctuated by violins , it 's disastrous and Kate 's jealous female friends become downright despicable ."
"2","( Newton ) wanders through CHARLIE completely unaware she needs to show some presence and star quality ."
"1","Unfortunately , the picture failed to capture me ."
"1","I found it slow , drab , and bordering on melodramatic ."
"1","A lousy movie that 's not merely unwatchable , but also unlistenable ."
"2","The best way to hope for any chance of enjoying this film is by lowering your expectations ."
"2","Then lower them a bit more ."
"3","When not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since Macy Gray 's game of Chinese whispers with Mr Bean ."
"2","Cliches are as thick as the cigarette smoke ."
"2","A woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect ."
"2","` Abandon all hope , ye who enter here ' ... you should definitely let Dante 's gloomy words be your guide ."
"3","What begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film 's end , a feminist action fantasy ."
"2","A grim , flat and boring werewolf movie that refuses to develop an energy level ."
"2","Birot 's directorial debut ( she co-wrote the script with Christophe Honoré ) is n't so much bad as it is bland ."
"1","Watching the film is like reading a Times Portrait of Grief that keeps shifting focus to the journalist who wrote it ."
"2","Enough similarities to Gymkata and Howie Long 's Firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs ."
"4","Succeeds in providing a disquiet world the long-dreaded completion of the Police Academy series ."
"4","Christians sensitive to a reductionist view of their Lord as a luv-spreading Dr. Feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise God for delivering such an instant camp classic ."
"2","If this dud had been made in the '70s , it would have been called The Hills Have Antlers and played for about three weeks in drive-ins ."
"2","A frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience ."
"3","Like a documentary version of Fight Club , shorn of social insight , intellectual pretension and cinematic interest ."
"1","`` An entire film about researchers quietly reading dusty old letters . ''"
"2","Pryor Lite , with half the demons , half the daring , much less talent , many fewer laughs ."
"1","What 's at stake in this film is nothing more than an obsolete , if irritating , notion of class ."
"2","The stories here suffer from the chosen format ."
"2","While the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun ."
"3","Just how extreme are these ops ?"
"2","I regret to report that these ops are just not extreme enough ."
"2","The actors are forced to grapple with hazy motivations that never come into focus ."
"1","John Leguizamo may be a dramatic actor -- just not in this movie ."
"1","The sequel has turned completely and irrevocably bizarre to the point of utter nonsense ."
"3","Hardly makes the kind of points Egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world ."
"1","Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ."
"2","Rainy days and movies about the disintegration of families always get me down ."
"1","... has about 3\/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity ."
"1","The Master Of Disaster - it 's a piece of dreck disguised as comedy ."
"2","The film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... Alas , Santa is more ho-hum than ho-ho-ho and the Snowman ( who never gets to play that flute ) has all the charm of a meltdown ."
"1","The stupidest , most insulting movie of 2002 's first quarter ."
